"Participant" "elogPred" "elogUnpred"
"P22Task2" 1.60756859192785 0.0860103178758321
"P23Task2" 0.808938869235594 0.221136211838512
"P24Task2" 2.87335040696751 3.81645436142898
"P25Task1" 1.24490092078793 -0.344713154057522
"P26Task1" -0.948592614872565 -1.7153883434964
"P27Task1" -1.29591522988258 -2.82468139045747
"P28Task2" 2.39647536556825 2.11199619896445
"P29Task2" 2.04122390246092 -0.33843781310325
"P300Task1" 0.596267418996206 0.23585401219389
"P301Task1" 1.78869521720372 0.558086916935164
"P302Task1" 1.36539565399345 -0.200496537337896
"P304Task2" 1.1806114805266 0.67315298752845
"P305Task2" -1.02178008496944 -1.32428962490501
"P306Task2" -0.0867361238090633 -0.0965514973660752
"P30Task2" 1.10000426374157 0.606170212574334
"P31Task1" 2.39559765228732 0.819854403318412
"P32Task1" -0.452128772099537 -0.584853061264439
"P33Task1" 2.26779107348582 0.684415862752505
"P34Task2" 1.20335624639474 1.29163439125927
"P35Task2" 1.57123067359746 0.0308556902868616
"P36Task2" -1.04953128741206 -1.39150315185134
"P37Task1" 1.09623275530274 -0.838545189268289
"P38Task1" 0.242406279673054 -0.463754199886281
"P39Task1" 0.122074670182888 -0.871645073130089
"P400Task1" 0.751336000981198 -0.699587191366003
"P401Task1" 0.475209581852765 -0.729188821489154
"P402Task1" -1.15247210726542 -1.27428835154971
"P403Task2" 0.479455291909273 0.437193996300188
"P404Task2" -0.0841622100729675 -0.695899060538176
"P405Task2" 2.68101606819779 2.27637307265337
"P40Task2" 2.69377513800643 3.01112450125805
"P41Task2" 2.34717319940194 1.343235494189
"P42Task2" 2.03672257963346 -0.85552623854956
"P43Task1" -1.16479158437611 -2.9191105026493
"P44Task1" 1.99768390608135 0.815560173547614
"P45Task1" -0.542050631123113 -0.626516672911948
"P46Task2" -0.787498159389431 -1.50521769276595
"P47Task2" -0.246644359755938 -1.17283020528581
"P48Task2" 0.355226034121839 0.196017720249277
"P49Task1" 0.253112014511743 -2.16078931116177
"P50Task1" -0.460089181774538 -2.0493332291995
"P51Task1" 1.12812102015095 -0.340729032582062
"P52Task2" 1.24313934545841 0.122575326387895
"P53Task2" -0.423135770040155 -1.58944994337283
"P54Task2" 1.82284901485771 1.3299375040036
"P55Task1" 0.394826738483366 -0.325285860354198
"P56Task1" 1.95169651973528 1.52761306915403
"P57Task1" -1.44865508159405 -1.78658966613937
"P58Task2" 1.58905018894213 0.671225547717365
"P59Task2" 0.577514734107621 -0.195954726982154
"P61Task1bis" -0.0398119759163553 0.0411025216674102
"P62Task1" 1.45465105957096 0.756120084788512
"P64Task2" -0.0597313722317716 -0.909948177442754
"P65Task2" -3.19641132091733 -2.19136933330027
"P66Task2" 1.29462097503387 0.903645932445384
"P67Task1" 0.967817266590516 -0.239522221302519
"P68Task1" 0.617166421830246 -0.462898957888923
"P69Task1" -0.241244006823162 -0.712485932628205
"P70Task2" 0.0395256522753009 0.801999439306681
"P71Task2" -1.78019913407525 -2.26914576372813
"P72Task2" -1.18872178312817 -1.3034472137767
"P73Task1" 0.18750800853929 -1.0626992144044
"P74Task1" 0.383956324722072 -0.430895653137719
"P75Task1" 0.845011134546708 0.198963638325747
"P76Task2" 0.958980880895992 -0.381711988744982
"P77Task2" 0.0347134464903657 0.798532628973615
"P78Task2" 0.55004420299552 0.249475232195161
"P79Task1" 2.40924599587283 1.23407624898651
"P80Task1" 1.29603363401738 0.340125759648824
"P81Task1" -0.366791678213563 -0.35111517650459
"P82" -0.771534439229443 -2.22067197797644
"P83" 1.09493970766606 -1.31777106476329
"P84" 1.49053790331461 0.484425725428045
"P86Task1" 1.17778720230285 -0.657806843762796
"P87Task1" -0.170945869457025 -0.038187035261316
"P88Task2" 0.667832773117293 -0.266891020073147
"P89Task2" 0.712751010856394 -0.367700736214269
"P90Task2" -2.52955584250708 -2.79167103027692
"P91Task1" 1.6731084405257 0.409619116863792
"P92Task1" 1.7212867338802 -0.934419117195898
"P93Task1" -0.343486541561023 -1.27418259924154
"P94Task2" -0.072053987048633 -0.430255461181236
"P95Task2" -1.07313231352693 -0.652310772825536
"P96Task2" 0.0871365605674477 -1.36418717390265
"P97Task1" 1.66909308397723 1.14552730691905
"P98Task1" -0.232475156623321 -1.71375800723688
"P99Task1" 3.09927211799369 2.6174122521604
