"Participant" "rawPred" "rawUnpred"
"P22Task2" 0.268849206349206 -0.0117063492063492
"P23Task2" 0.123456790123457 0.0559413580246914
"P24Task2" 0.544444444444444 0.766666666666667
"P25Task1" 0.294444444444444 -0.0388888888888889
"P26Task1" -0.216049382716049 -0.390123456790123
"P27Task1" -0.226234567901235 -0.534104938271605
"P28Task2" 0.385912698412698 0.352579365079365
"P29Task2" 0.514285714285714 0.0142857142857143
"P300Task1" 0.138888888888889 0.0611111111111111
"P301Task1" 0.324845679012346 0.0881676744771983
"P302Task1" 0.402777777777778 0.0305555555555556
"P304Task2" 0.247921390778534 0.108591584782061
"P305Task2" -0.230555555555556 -0.320679012345679
"P306Task2" -0.0598765432098765 -0.0845679012345679
"P30Task2" 0.251719576719577 0.124955908289242
"P31Task1" 0.481666666666667 0.157777777777778
"P32Task1" -0.191666666666667 -0.193611111111111
"P33Task1" 0.499029982363316 0.156128747795414
"P34Task2" 0.224074074074074 0.269212962962963
"P35Task2" 0.333333333333333 -0.0222222222222222
"P36Task2" -0.271604938271605 -0.327160493827161
"P37Task1" 0.141975308641975 -0.259876543209877
"P38Task1" 0.106666666666667 -0.0063888888888889
"P39Task1" 0.0432098765432099 -0.191358024691358
"P400Task1" 0.225749559082892 -0.105731922398589
"P401Task1" 0.0919753086419753 -0.154938271604938
"P402Task1" -0.135972222222222 -0.282222222222222
"P403Task2" 0.101851851851852 0.062962962962963
"P404Task2" -0.0658730158730159 -0.233333333333333
"P405Task2" 0.639506172839506 0.607407407407407
"P40Task2" 0.586111111111111 0.683333333333333
"P41Task2" 0.520634920634921 0.328659611992945
"P42Task2" 0.419907407407407 -0.212037037037037
"P43Task1" -0.205246913580247 -0.574691358024691
"P44Task1" 0.460416666666667 0.171527777777778
"P45Task1" -0.101234567901235 -0.15679012345679
"P46Task2" -0.116666666666667 -0.268518518518518
"P47Task2" -0.0166666666666667 -0.233333333333333
"P48Task2" 0.0516975308641975 0.0169753086419753
"P49Task1" 0.0986111111111111 -0.331944444444444
"P50Task1" -0.0659722222222222 -0.414737654320988
"P51Task1" 0.213293650793651 -0.0506393298059965
"P52Task2" 0.290123456790124 0.12962962962963
"P53Task2" -0.0555555555555556 -0.263888888888889
"P54Task2" 0.425185185185185 0.298518518518519
"P55Task1" 0.0444444444444445 -0.122222222222222
"P56Task1" 0.437037037037037 0.39320987654321
"P57Task1" -0.297743055555555 -0.410838293650794
"P58Task2" 0.330864197530864 0.161728395061728
"P59Task2" 0.130246913580247 -0.058641975308642
"P61Task1bis" -0.0481481481481481 -0.028395061728395
"P62Task1" 0.299498456790123 0.131442901234568
"P64Task2" -0.0910493827160493 -0.278549382716049
"P65Task2" -0.683531746031746 -0.431944444444444
"P66Task2" 0.322063492063492 0.192857142857143
"P67Task1" 0.133267195767196 -0.0988756613756613
"P68Task1" 0.170194003527337 -0.0776014109347443
"P69Task1" -0.0439814814814815 -0.17636684303351
"P70Task2" -0.0398148148148148 0.151851851851852
"P71Task2" -0.284506172839506 -0.347777777777778
"P72Task2" -0.25462962962963 -0.256172839506173
"P73Task1" 0.0817901234567901 -0.214506172839506
"P74Task1" 0.0638888888888889 -0.0587962962962963
"P75Task1" -0.00833333333333335 -0.105846560846561
"P76Task2" 0.20462962962963 -0.149537037037037
"P77Task2" 0.1875 0.40625
"P78Task2" 0.0506172839506173 0.0095679012345679
"P79Task1" 0.559424603174603 0.240437610229277
"P80Task1" 0.313888888888889 0.110185185185185
"P81Task1" -0.0144620811287478 -0.00612874779541446
"P82" -0.2125 -0.483333333333333
"P83" 0.245124716553288 -0.256746031746032
"P84" 0.380555555555556 0.128571428571429
"P86Task1" 0.290277777777778 -0.106944444444444
"P87Task1" -0.0561728395061728 -0.0191358024691358
"P88Task2" 0.165432098765432 -0.0679012345679012
"P89Task2" 0.157407407407407 -0.095679012345679
"P90Task2" -0.492222222222222 -0.547777777777778
"P91Task1" 0.390740740740741 0.111111111111111
"P92Task1" 0.432098765432099 -0.0604938271604938
"P93Task1" -0.0794753086419753 -0.294753086419753
"P94Task2" -0.0527777777777778 -0.130555555555556
"P95Task2" -0.268871252204586 -0.166490299823633
"P96Task2" -0.0745238095238095 -0.351481481481482
"P97Task1" 0.356944444444444 0.226388888888889
"P98Task1" -0.0358024691358025 -0.360493827160494
"P99Task1" 0.602777777777778 0.505277777777778
