"Participant" "Bias" "Named" "AGEYEAR" "DiscardTrial"
"520" "P162Task2" "ABC" "B" "Three" 0
"521" "P162Task2" "CBA" "B" "Three" 0.166666666666667
"522" "P162Task2" "CBA" "C" "Three" 0
"523" "P162Task2" "FLAT" "A" "Three" 0.5
"524" "P162Task2" "FLAT" "B" "Three" 0
"525" "P162Task2" "FLAT" "C" "Three" 0
"526" "P163Task1" "ABC" "A" "Two" 0.25
"527" "P163Task1" "ABC" "B" "Two" 0.166666666666667
"528" "P163Task1" "CBA" "B" "Two" 0
"529" "P163Task1" "CBA" "C" "Two" 0
"530" "P163Task1" "FLAT" "A" "Two" 0.333333333333333
"531" "P163Task1" "FLAT" "B" "Two" 0
"532" "P163Task1" "FLAT" "C" "Two" 0
"533" "P164Task1" "ABC" "A" "Three" 0
"534" "P164Task1" "ABC" "B" "Three" 0
"535" "P164Task1" "CBA" "B" "Three" 0
"536" "P164Task1" "CBA" "C" "Three" 0
"537" "P164Task1" "FLAT" "A" "Three" 0
"538" "P164Task1" "FLAT" "B" "Three" 0
"539" "P164Task1" "FLAT" "C" "Three" 0
"540" "P165Task1" "ABC" "A" "Three" 0
"541" "P165Task1" "ABC" "B" "Three" 0
"542" "P165Task1" "CBA" "B" "Three" 0
"543" "P165Task1" "CBA" "C" "Three" 0
"544" "P165Task1" "FLAT" "A" "Three" 0
"545" "P165Task1" "FLAT" "B" "Three" 0
"546" "P165Task1" "FLAT" "C" "Three" 0
"547" "P166Task2" "ABC" "A" "Four-Five" 0
"548" "P166Task2" "ABC" "B" "Four-Five" 0
"549" "P166Task2" "CBA" "B" "Four-Five" 0
"550" "P166Task2" "CBA" "C" "Four-Five" 0
"551" "P166Task2" "FLAT" "A" "Four-Five" 0
"552" "P166Task2" "FLAT" "B" "Four-Five" 0
"553" "P166Task2" "FLAT" "C" "Four-Five" 0.666666666666667
"554" "P167Task2" "ABC" "A" "Four-Five" 0
"555" "P167Task2" "ABC" "B" "Four-Five" 0
"556" "P167Task2" "CBA" "B" "Four-Five" 0
"557" "P167Task2" "CBA" "C" "Four-Five" 0.25
"558" "P167Task2" "FLAT" "A" "Four-Five" 0
"559" "P167Task2" "FLAT" "B" "Four-Five" 0
"560" "P167Task2" "FLAT" "C" "Four-Five" 0
"561" "P168Task2" "ABC" "A" "Three" 0
"562" "P168Task2" "ABC" "B" "Three" 0
"563" "P168Task2" "CBA" "B" "Three" 0
"564" "P168Task2" "CBA" "C" "Three" 0
"565" "P168Task2" "FLAT" "A" "Three" 0
"566" "P168Task2" "FLAT" "B" "Three" 0
"567" "P168Task2" "FLAT" "C" "Three" 0
"568" "P169Task1" "ABC" "A" "Three" 0
"569" "P169Task1" "ABC" "B" "Three" 0
"570" "P169Task1" "CBA" "B" "Three" 0
"571" "P169Task1" "CBA" "C" "Three" 0
"572" "P169Task1" "FLAT" "A" "Three" 0
"573" "P169Task1" "FLAT" "B" "Three" 0
"574" "P169Task1" "FLAT" "C" "Three" 0
"575" "P16Task2" "ABC" "A" "Three" 0
"576" "P16Task2" "ABC" "B" "Three" 0
"577" "P16Task2" "CBA" "B" "Three" 0
"578" "P16Task2" "CBA" "C" "Three" 0
"579" "P16Task2" "FLAT" "A" "Three" 0
"580" "P16Task2" "FLAT" "B" "Three" 0
"581" "P16Task2" "FLAT" "C" "Three" 0
"582" "P170Task1" "ABC" "A" "Four-Five" 0
"583" "P170Task1" "ABC" "B" "Four-Five" 0.333333333333333
"584" "P170Task1" "CBA" "B" "Four-Five" 0
"585" "P170Task1" "CBA" "C" "Four-Five" 0.166666666666667
"586" "P170Task1" "FLAT" "A" "Four-Five" 0
"587" "P170Task1" "FLAT" "B" "Four-Five" 0.2
"588" "P170Task1" "FLAT" "C" "Four-Five" 0
"589" "P171Task1" "ABC" "A" "Four-Five" 0
"590" "P171Task1" "ABC" "B" "Four-Five" 0
"591" "P171Task1" "CBA" "B" "Four-Five" 0
"592" "P171Task1" "CBA" "C" "Four-Five" 0.166666666666667
"593" "P171Task1" "FLAT" "A" "Four-Five" 0
"594" "P171Task1" "FLAT" "B" "Four-Five" 0
"595" "P171Task1" "FLAT" "C" "Four-Five" 0.5
"596" "P172Task2" "ABC" "A" "Four-Five" 0
"597" "P172Task2" "ABC" "B" "Four-Five" 0
"598" "P172Task2" "CBA" "B" "Four-Five" 0
"599" "P172Task2" "CBA" "C" "Four-Five" 0
"600" "P172Task2" "FLAT" "A" "Four-Five" 0
"601" "P172Task2" "FLAT" "B" "Four-Five" 0
"602" "P172Task2" "FLAT" "C" "Four-Five" 0
"603" "P173Task2" "ABC" "A" "Four-Five" 0
"604" "P173Task2" "ABC" "B" "Four-Five" 0
"605" "P173Task2" "CBA" "B" "Four-Five" 0
"606" "P173Task2" "CBA" "C" "Four-Five" 0
"607" "P173Task2" "FLAT" "A" "Four-Five" 0
"608" "P173Task2" "FLAT" "B" "Four-Five" 0
"609" "P173Task2" "FLAT" "C" "Four-Five" 0
"610" "P175Task1" "ABC" "A" "Three" 0
"611" "P175Task1" "ABC" "B" "Three" 0
"612" "P175Task1" "CBA" "B" "Three" 0
"613" "P175Task1" "CBA" "C" "Three" 0
"614" "P175Task1" "FLAT" "A" "Three" 0
"615" "P175Task1" "FLAT" "B" "Three" 0
"616" "P175Task1" "FLAT" "C" "Three" 0
"617" "P176Task1" "ABC" "A" "Four-Five" 0
"618" "P176Task1" "ABC" "B" "Four-Five" 0
"619" "P176Task1" "CBA" "B" "Four-Five" 0
"620" "P176Task1" "CBA" "C" "Four-Five" 0
"621" "P176Task1" "FLAT" "A" "Four-Five" 0
"622" "P176Task1" "FLAT" "B" "Four-Five" 0.2
"623" "P176Task1" "FLAT" "C" "Four-Five" 0
"624" "P177Task1" "ABC" "A" "Four-Five" 0
"625" "P177Task1" "ABC" "B" "Four-Five" 0
"626" "P177Task1" "CBA" "B" "Four-Five" 0
"627" "P177Task1" "CBA" "C" "Four-Five" 0
"628" "P177Task1" "FLAT" "A" "Four-Five" 0
"629" "P177Task1" "FLAT" "B" "Four-Five" 0
"630" "P177Task1" "FLAT" "C" "Four-Five" 0
"631" "P178Task2bis" "ABC" "A" "Four-Five" 0
"632" "P178Task2bis" "ABC" "B" "Four-Five" 0
"633" "P178Task2bis" "CBA" "B" "Four-Five" 0
"634" "P178Task2bis" "CBA" "C" "Four-Five" 0
"635" "P178Task2bis" "FLAT" "A" "Four-Five" 0
"636" "P178Task2bis" "FLAT" "B" "Four-Five" 0
"637" "P178Task2bis" "FLAT" "C" "Four-Five" 0
"638" "P179Task2" "ABC" "A" "Four-Five" 0.166666666666667
"639" "P179Task2" "ABC" "B" "Four-Five" 0
"640" "P179Task2" "CBA" "B" "Four-Five" 0.5
"641" "P179Task2" "CBA" "C" "Four-Five" 0
"642" "P179Task2" "FLAT" "A" "Four-Five" 0.5
"643" "P179Task2" "FLAT" "B" "Four-Five" 0
"644" "P179Task2" "FLAT" "C" "Four-Five" 0.333333333333333
"645" "P17Task2" "ABC" "A" "Three" 0
"646" "P17Task2" "ABC" "B" "Three" 0
"647" "P17Task2" "CBA" "B" "Three" 0
"648" "P17Task2" "CBA" "C" "Three" 0
"649" "P17Task2" "FLAT" "A" "Three" 0
"650" "P17Task2" "FLAT" "B" "Three" 0
"651" "P17Task2" "FLAT" "C" "Three" 0
"652" "P180Task2" "ABC" "A" "Four-Five" 0
"653" "P180Task2" "ABC" "B" "Four-Five" 0
"654" "P180Task2" "CBA" "B" "Four-Five" 0
"655" "P180Task2" "CBA" "C" "Four-Five" 0
"656" "P180Task2" "FLAT" "A" "Four-Five" 0
"657" "P180Task2" "FLAT" "B" "Four-Five" 0
"658" "P180Task2" "FLAT" "C" "Four-Five" 0
"659" "P181Task1bis" "ABC" "A" "Three" 0
"660" "P181Task1bis" "ABC" "B" "Three" 0
"661" "P181Task1bis" "CBA" "B" "Three" 0.333333333333333
"662" "P181Task1bis" "CBA" "C" "Three" 0
"663" "P181Task1bis" "FLAT" "A" "Three" 0
"664" "P181Task1bis" "FLAT" "B" "Three" 0
"665" "P181Task1bis" "FLAT" "C" "Three" 0
"666" "P182Task1" "ABC" "A" "Four-Five" 0
"667" "P182Task1" "ABC" "B" "Four-Five" 0.166666666666667
"668" "P182Task1" "CBA" "B" "Four-Five" 0
"669" "P182Task1" "CBA" "C" "Four-Five" 0
"670" "P182Task1" "FLAT" "A" "Four-Five" 0
"671" "P182Task1" "FLAT" "B" "Four-Five" 0
"672" "P182Task1" "FLAT" "C" "Four-Five" 0
"673" "P183Task1" "ABC" "A" "Four-Five" 0
"674" "P183Task1" "ABC" "B" "Four-Five" 0.166666666666667
"675" "P183Task1" "CBA" "B" "Four-Five" 0
"676" "P183Task1" "CBA" "C" "Four-Five" 0.2
"677" "P183Task1" "FLAT" "A" "Four-Five" 0.333333333333333
"678" "P183Task1" "FLAT" "B" "Four-Five" 0
"679" "P183Task1" "FLAT" "C" "Four-Five" 0.5
"680" "P184Task2" "ABC" "A" "Four-Five" 0
"681" "P184Task2" "ABC" "B" "Four-Five" 0
"682" "P184Task2" "CBA" "B" "Four-Five" 0
"683" "P184Task2" "CBA" "C" "Four-Five" 0
"684" "P184Task2" "FLAT" "A" "Four-Five" 0
"685" "P184Task2" "FLAT" "B" "Four-Five" 0
"686" "P184Task2" "FLAT" "C" "Four-Five" 0
"687" "P185Task2" "ABC" "A" "Four-Five" 0
"688" "P185Task2" "ABC" "B" "Four-Five" 0.25
"689" "P185Task2" "CBA" "B" "Four-Five" 0
"690" "P185Task2" "CBA" "C" "Four-Five" 0.25
"691" "P185Task2" "FLAT" "A" "Four-Five" 0
"692" "P185Task2" "FLAT" "B" "Four-Five" 0
"693" "P185Task2" "FLAT" "C" "Four-Five" 0.5
"694" "P186Task2" "ABC" "A" "Four-Five" 0
"695" "P186Task2" "ABC" "B" "Four-Five" 0.333333333333333
"696" "P186Task2" "CBA" "B" "Four-Five" 0
"697" "P186Task2" "CBA" "C" "Four-Five" 0
"698" "P186Task2" "FLAT" "A" "Four-Five" 0
"699" "P186Task2" "FLAT" "B" "Four-Five" 0
"700" "P186Task2" "FLAT" "C" "Four-Five" 0
"701" "P187Task1" "ABC" "A" "Three" 0
"702" "P187Task1" "ABC" "B" "Three" 0
"703" "P187Task1" "CBA" "B" "Three" 0
"704" "P187Task1" "CBA" "C" "Three" 0
"705" "P187Task1" "FLAT" "A" "Three" 0
"706" "P187Task1" "FLAT" "B" "Three" 0
"707" "P187Task1" "FLAT" "C" "Three" 0
"708" "P188Task1" "ABC" "A" "Four-Five" 0
"709" "P188Task1" "ABC" "B" "Four-Five" 0
"710" "P188Task1" "CBA" "B" "Four-Five" 0
"711" "P188Task1" "CBA" "C" "Four-Five" 0
"712" "P188Task1" "FLAT" "A" "Four-Five" 0
"713" "P188Task1" "FLAT" "B" "Four-Five" 0
"714" "P188Task1" "FLAT" "C" "Four-Five" 0
"715" "P189Task1" "ABC" "A" "Four-Five" 0
"716" "P189Task1" "ABC" "B" "Four-Five" 0
"717" "P189Task1" "CBA" "B" "Four-Five" 0
"718" "P189Task1" "CBA" "C" "Four-Five" 0
"719" "P189Task1" "FLAT" "A" "Four-Five" 0
"720" "P189Task1" "FLAT" "B" "Four-Five" 0
"721" "P189Task1" "FLAT" "C" "Four-Five" 0
"722" "P192Task2" "ABC" "A" "Four-Five" 0
"723" "P192Task2" "ABC" "B" "Four-Five" 0
"724" "P192Task2" "CBA" "B" "Four-Five" 0
"725" "P192Task2" "CBA" "C" "Four-Five" 0
"726" "P192Task2" "FLAT" "A" "Four-Five" 0
"727" "P192Task2" "FLAT" "B" "Four-Five" 0
"728" "P192Task2" "FLAT" "C" "Four-Five" 0
"729" "P193Task1" "ABC" "A" "Three" 0.5
"730" "P193Task1" "ABC" "B" "Three" 0.166666666666667
"731" "P193Task1" "CBA" "B" "Three" 0
"732" "P193Task1" "CBA" "C" "Three" 0
"733" "P193Task1" "FLAT" "A" "Three" 0
"734" "P193Task1" "FLAT" "B" "Three" 0
"735" "P193Task1" "FLAT" "C" "Three" 0
"736" "P198Task2" "ABC" "A" "Four-Five" 0
"737" "P198Task2" "ABC" "B" "Four-Five" 0
"738" "P198Task2" "CBA" "B" "Four-Five" 0
"739" "P198Task2" "CBA" "C" "Four-Five" 0
"740" "P198Task2" "FLAT" "A" "Four-Five" 0
"741" "P198Task2" "FLAT" "B" "Four-Five" 0
"742" "P198Task2" "FLAT" "C" "Four-Five" 0
"743" "P199Task1" "ABC" "A" "Three" 0.25
"744" "P199Task1" "ABC" "B" "Three" 0
"745" "P199Task1" "CBA" "B" "Three" 0.25
"746" "P199Task1" "CBA" "C" "Three" 0
"747" "P199Task1" "FLAT" "A" "Three" 0
"748" "P199Task1" "FLAT" "B" "Three" 0
"749" "P199Task1" "FLAT" "C" "Three" 0
"750" "P19Task1" "ABC" "A" "Three" 0
"751" "P19Task1" "ABC" "B" "Three" 0
"752" "P19Task1" "CBA" "B" "Three" 0
"753" "P19Task1" "CBA" "C" "Three" 0
"754" "P19Task1" "FLAT" "A" "Three" 0
"755" "P19Task1" "FLAT" "B" "Three" 0
"756" "P19Task1" "FLAT" "C" "Three" 0
"757" "P200Task1" "ABC" "A" "Two" 0.25
"758" "P200Task1" "ABC" "B" "Two" 0.166666666666667
"759" "P200Task1" "CBA" "B" "Two" 0
"760" "P200Task1" "CBA" "C" "Two" 0.25
"761" "P200Task1" "FLAT" "A" "Two" 1
"762" "P200Task1" "FLAT" "B" "Two" 0
"763" "P200Task1" "FLAT" "C" "Two" 0
"764" "P201Task1" "ABC" "A" "Two" 0.666666666666667
"765" "P201Task1" "ABC" "B" "Two" 0
"766" "P201Task1" "CBA" "B" "Two" 0.333333333333333
"767" "P201Task1" "CBA" "C" "Two" 0
"768" "P201Task1" "FLAT" "A" "Two" 0.333333333333333
"769" "P201Task1" "FLAT" "B" "Two" 0.25
"770" "P201Task1" "FLAT" "C" "Two" 1
"771" "P202Task1" "ABC" "A" "Two" 0
"772" "P202Task1" "ABC" "B" "Two" 0.166666666666667
"773" "P202Task1" "CBA" "B" "Two" 0.25
"774" "P202Task1" "CBA" "C" "Two" 0
"775" "P202Task1" "FLAT" "A" "Two" 0
"776" "P202Task1" "FLAT" "B" "Two" 0
"777" "P202Task1" "FLAT" "C" "Two" 0
"778" "P203Task2" "ABC" "A" "Two" 0.166666666666667
"779" "P203Task2" "ABC" "B" "Two" 0
"780" "P203Task2" "CBA" "B" "Two" 0.166666666666667
"781" "P203Task2" "CBA" "C" "Two" 0
"782" "P203Task2" "FLAT" "A" "Two" 0
"783" "P203Task2" "FLAT" "B" "Two" 0.25
"784" "P203Task2" "FLAT" "C" "Two" 0
"785" "P204Task2" "ABC" "A" "Two" 0
"786" "P204Task2" "ABC" "B" "Two" 0.333333333333333
"787" "P204Task2" "CBA" "B" "Two" 0.166666666666667
"788" "P204Task2" "CBA" "C" "Two" 0
"789" "P204Task2" "FLAT" "A" "Two" 0
"790" "P204Task2" "FLAT" "B" "Two" 0
"791" "P204Task2" "FLAT" "C" "Two" 0
"792" "P205Task2" "ABC" "A" "Two" 0.2
"793" "P205Task2" "ABC" "B" "Two" 0.333333333333333
"794" "P205Task2" "CBA" "B" "Two" 0.666666666666667
"795" "P205Task2" "CBA" "C" "Two" 0.5
"796" "P205Task2" "FLAT" "B" "Two" 0.5
"797" "P206Task1" "ABC" "A" "Two" 0
"798" "P206Task1" "ABC" "B" "Two" 0
"799" "P206Task1" "CBA" "B" "Two" 0
"800" "P206Task1" "CBA" "C" "Two" 0
"801" "P206Task1" "FLAT" "A" "Two" 0
"802" "P206Task1" "FLAT" "B" "Two" 0
"803" "P206Task1" "FLAT" "C" "Two" 0
"804" "P207Task1" "ABC" "A" "Two" 0.333333333333333
"805" "P207Task1" "ABC" "B" "Two" 0
"806" "P207Task1" "CBA" "B" "Two" 0
"807" "P207Task1" "CBA" "C" "Two" 0.2
"808" "P207Task1" "FLAT" "A" "Two" 0
"809" "P207Task1" "FLAT" "B" "Two" 0
"810" "P207Task1" "FLAT" "C" "Two" 0
"811" "P208Task1" "ABC" "A" "Two" 0
"812" "P208Task1" "ABC" "B" "Two" 0
"813" "P208Task1" "CBA" "B" "Two" 0
"814" "P208Task1" "CBA" "C" "Two" 0
"815" "P208Task1" "FLAT" "A" "Two" 0
"816" "P208Task1" "FLAT" "B" "Two" 0
"817" "P208Task1" "FLAT" "C" "Two" 0
"818" "P209Task2" "ABC" "A" "Two" 0.333333333333333
"819" "P209Task2" "ABC" "B" "Two" 0
"820" "P209Task2" "CBA" "B" "Two" 0
"821" "P209Task2" "CBA" "C" "Two" 0
"822" "P209Task2" "FLAT" "A" "Two" 0
"823" "P209Task2" "FLAT" "B" "Two" 0.2
"824" "P209Task2" "FLAT" "C" "Two" 0
"825" "P20Task1" "ABC" "A" "Four-Five" 0
"826" "P20Task1" "ABC" "B" "Four-Five" 0
"827" "P20Task1" "CBA" "B" "Four-Five" 0
"828" "P20Task1" "CBA" "C" "Four-Five" 0
"829" "P20Task1" "FLAT" "A" "Four-Five" 0
"830" "P20Task1" "FLAT" "B" "Four-Five" 0
"831" "P20Task1" "FLAT" "C" "Four-Five" 0
"832" "P210Task2" "ABC" "A" "Two" 0
"833" "P210Task2" "ABC" "B" "Two" 0
"834" "P210Task2" "CBA" "B" "Two" 0
"835" "P210Task2" "CBA" "C" "Two" 0
"836" "P210Task2" "FLAT" "A" "Two" 0
"837" "P210Task2" "FLAT" "B" "Two" 0
"838" "P210Task2" "FLAT" "C" "Two" 0
"839" "P211Task2" "ABC" "A" "Two" 0
"840" "P211Task2" "ABC" "B" "Two" 0
"841" "P211Task2" "CBA" "B" "Two" 0.333333333333333
"842" "P211Task2" "CBA" "C" "Two" 0
"843" "P211Task2" "FLAT" "A" "Two" 0
"844" "P211Task2" "FLAT" "B" "Two" 0
"845" "P211Task2" "FLAT" "C" "Two" 0
"846" "P212Task1" "ABC" "A" "Two" 0
"847" "P212Task1" "ABC" "B" "Two" 0
"848" "P212Task1" "CBA" "B" "Two" 0
"849" "P212Task1" "CBA" "C" "Two" 0.166666666666667
"850" "P212Task1" "FLAT" "A" "Two" 0
"851" "P212Task1" "FLAT" "B" "Two" 0
"852" "P212Task1" "FLAT" "C" "Two" 0
"853" "P213Task1" "ABC" "A" "Two" 0
"854" "P213Task1" "ABC" "B" "Two" 0
"855" "P213Task1" "CBA" "B" "Two" 0.333333333333333
"856" "P213Task1" "CBA" "C" "Two" 0
"857" "P213Task1" "FLAT" "A" "Two" 0
"858" "P213Task1" "FLAT" "B" "Two" 0
"859" "P213Task1" "FLAT" "C" "Two" 0
"860" "P214Task1" "ABC" "A" "Two" 0
"861" "P214Task1" "ABC" "B" "Two" 0
"862" "P214Task1" "CBA" "B" "Two" 0
"863" "P214Task1" "CBA" "C" "Two" 0
"864" "P214Task1" "FLAT" "A" "Two" 0
"865" "P214Task1" "FLAT" "B" "Two" 0
"866" "P214Task1" "FLAT" "C" "Two" 0.5
"867" "P215Task2" "ABC" "A" "Two" 0
"868" "P215Task2" "ABC" "B" "Two" 0
"869" "P215Task2" "CBA" "B" "Two" 0
"870" "P215Task2" "CBA" "C" "Two" 0.25
"871" "P215Task2" "FLAT" "A" "Two" 1
"872" "P215Task2" "FLAT" "B" "Two" 0.333333333333333
"873" "P215Task2" "FLAT" "C" "Two" 0.333333333333333
"874" "P216Task2" "ABC" "A" "Two" 0.166666666666667
"875" "P216Task2" "ABC" "B" "Two" 0.25
"876" "P216Task2" "CBA" "B" "Two" 0.2
"877" "P216Task2" "CBA" "C" "Two" 0.25
"878" "P216Task2" "FLAT" "A" "Two" 0
"879" "P216Task2" "FLAT" "B" "Two" 0.2
"880" "P216Task2" "FLAT" "C" "Two" 0
"881" "P217Task2" "ABC" "A" "Two" 0
"882" "P217Task2" "ABC" "B" "Two" 0
"883" "P217Task2" "CBA" "B" "Two" 0.166666666666667
"884" "P217Task2" "CBA" "C" "Two" 0.333333333333333
"885" "P217Task2" "FLAT" "A" "Two" 0
"886" "P217Task2" "FLAT" "B" "Two" 0
"887" "P217Task2" "FLAT" "C" "Two" 0
"888" "P21Task1" "ABC" "A" "Four-Five" 0
"889" "P21Task1" "ABC" "B" "Four-Five" 0
"890" "P21Task1" "CBA" "B" "Four-Five" 0
"891" "P21Task1" "CBA" "C" "Four-Five" 0
"892" "P21Task1" "FLAT" "A" "Four-Five" 0
"893" "P21Task1" "FLAT" "B" "Four-Five" 0
"894" "P21Task1" "FLAT" "C" "Four-Five" 0
"895" "P22Task2" "ABC" "A" "Three" 0
"896" "P22Task2" "ABC" "B" "Three" 0.333333333333333
"897" "P22Task2" "CBA" "B" "Three" 0
"898" "P22Task2" "CBA" "C" "Three" 0
"899" "P22Task2" "FLAT" "A" "Three" 0
"900" "P22Task2" "FLAT" "B" "Three" 0.2
"901" "P22Task2" "FLAT" "C" "Three" 0
"902" "P23Task2" "ABC" "A" "Four-Five" 0.166666666666667
"903" "P23Task2" "ABC" "B" "Four-Five" 0
"904" "P23Task2" "CBA" "B" "Four-Five" 0
"905" "P23Task2" "CBA" "C" "Four-Five" 0.25
"906" "P23Task2" "FLAT" "A" "Four-Five" 0
"907" "P23Task2" "FLAT" "B" "Four-Five" 0
"908" "P23Task2" "FLAT" "C" "Four-Five" 0.333333333333333
"909" "P24Task2" "ABC" "A" "Three" 0.6
"910" "P24Task2" "ABC" "B" "Three" 1
"911" "P24Task2" "CBA" "B" "Three" 0.333333333333333
"912" "P24Task2" "CBA" "C" "Three" 0
"913" "P24Task2" "FLAT" "A" "Three" 0
"914" "P24Task2" "FLAT" "B" "Three" 0
"915" "P24Task2" "FLAT" "C" "Three" 0.666666666666667
"916" "P25Task1" "ABC" "A" "Four-Five" 0
"917" "P25Task1" "ABC" "B" "Four-Five" 0
"918" "P25Task1" "CBA" "B" "Four-Five" 0.25
"919" "P25Task1" "CBA" "C" "Four-Five" 0.166666666666667
"920" "P25Task1" "FLAT" "A" "Four-Five" 0
"921" "P25Task1" "FLAT" "B" "Four-Five" 0
"922" "P25Task1" "FLAT" "C" "Four-Five" 0
"923" "P26Task1" "ABC" "A" "Four-Five" 0
"924" "P26Task1" "ABC" "B" "Four-Five" 0
"925" "P26Task1" "CBA" "B" "Four-Five" 0
"926" "P26Task1" "CBA" "C" "Four-Five" 0
"927" "P26Task1" "FLAT" "A" "Four-Five" 0
"928" "P26Task1" "FLAT" "B" "Four-Five" 0
"929" "P26Task1" "FLAT" "C" "Four-Five" 0
"930" "P27Task1" "ABC" "A" "Three" 0
"931" "P27Task1" "ABC" "B" "Three" 0
"932" "P27Task1" "CBA" "B" "Three" 0
"933" "P27Task1" "CBA" "C" "Three" 0
"934" "P27Task1" "FLAT" "A" "Three" 0
"935" "P27Task1" "FLAT" "B" "Three" 0.4
"936" "P27Task1" "FLAT" "C" "Three" 0.5
"937" "P28Task2" "ABC" "A" "Four-Five" 0.25
"938" "P28Task2" "ABC" "B" "Four-Five" 0.25
"939" "P28Task2" "CBA" "B" "Four-Five" 0
"940" "P28Task2" "CBA" "C" "Four-Five" 0
"941" "P28Task2" "FLAT" "A" "Four-Five" 0
"942" "P28Task2" "FLAT" "B" "Four-Five" 0
"943" "P28Task2" "FLAT" "C" "Four-Five" 0
"944" "P29Task2" "ABC" "A" "Four-Five" 0
"945" "P29Task2" "ABC" "B" "Four-Five" 0
"946" "P29Task2" "CBA" "B" "Four-Five" 0
"947" "P29Task2" "CBA" "C" "Four-Five" 0.25
"948" "P29Task2" "FLAT" "A" "Four-Five" 0
"949" "P29Task2" "FLAT" "B" "Four-Five" 0.2
"950" "P29Task2" "FLAT" "C" "Four-Five" 0
"951" "P300Task1" "ABC" "A" "Three" 0
"952" "P300Task1" "ABC" "B" "Three" 0.166666666666667
"953" "P300Task1" "CBA" "B" "Three" 0
"954" "P300Task1" "CBA" "C" "Three" 0
"955" "P300Task1" "FLAT" "A" "Three" 0
"956" "P300Task1" "FLAT" "B" "Three" 0
"957" "P300Task1" "FLAT" "C" "Three" 0
"958" "P301Task1" "ABC" "A" "Three" 0
"959" "P301Task1" "ABC" "B" "Three" 0
"960" "P301Task1" "CBA" "B" "Three" 0
"961" "P301Task1" "CBA" "C" "Three" 0
"962" "P301Task1" "FLAT" "A" "Three" 0
"963" "P301Task1" "FLAT" "B" "Three" 0
"964" "P301Task1" "FLAT" "C" "Three" 0
"965" "P302Task1" "ABC" "A" "Three" 0.25
"966" "P302Task1" "ABC" "B" "Three" 0
"967" "P302Task1" "CBA" "B" "Three" 0
"968" "P302Task1" "CBA" "C" "Three" 0
"969" "P302Task1" "FLAT" "A" "Three" 0
"970" "P302Task1" "FLAT" "B" "Three" 0
"971" "P302Task1" "FLAT" "C" "Three" 0.5
"972" "P304Task2" "ABC" "A" "Three" 0
"973" "P304Task2" "ABC" "B" "Three" 0
"974" "P304Task2" "CBA" "B" "Three" 0.2
"975" "P304Task2" "CBA" "C" "Three" 0
"976" "P304Task2" "FLAT" "A" "Three" 0
"977" "P304Task2" "FLAT" "B" "Three" 0.2
"978" "P304Task2" "FLAT" "C" "Three" 0.333333333333333
"979" "P305Task2" "ABC" "A" "Three" 0
"980" "P305Task2" "ABC" "B" "Three" 0
"981" "P305Task2" "CBA" "B" "Three" 0
"982" "P305Task2" "CBA" "C" "Three" 0
"983" "P305Task2" "FLAT" "A" "Three" 0
"984" "P305Task2" "FLAT" "B" "Three" 0
"985" "P305Task2" "FLAT" "C" "Three" 0
"986" "P306Task2" "ABC" "A" "Three" 0
"987" "P306Task2" "ABC" "B" "Three" 0
"988" "P306Task2" "CBA" "B" "Three" 0
"989" "P306Task2" "CBA" "C" "Three" 0
"990" "P306Task2" "FLAT" "A" "Three" 0
"991" "P306Task2" "FLAT" "B" "Three" 0
"992" "P306Task2" "FLAT" "C" "Three" 0
"993" "P30Task2" "ABC" "A" "Three" 0.166666666666667
"994" "P30Task2" "ABC" "B" "Three" 0
"995" "P30Task2" "CBA" "B" "Three" 0.2
"996" "P30Task2" "CBA" "C" "Three" 0
"997" "P30Task2" "FLAT" "A" "Three" 0
"998" "P30Task2" "FLAT" "B" "Three" 0
"999" "P30Task2" "FLAT" "C" "Three" 0
"1000" "P31Task1" "ABC" "A" "Four-Five" 0
"1001" "P31Task1" "ABC" "B" "Four-Five" 0
"1002" "P31Task1" "CBA" "B" "Four-Five" 0
"1003" "P31Task1" "CBA" "C" "Four-Five" 0
"1004" "P31Task1" "FLAT" "A" "Four-Five" 0
"1005" "P31Task1" "FLAT" "B" "Four-Five" 0
"1006" "P31Task1" "FLAT" "C" "Four-Five" 0
"1007" "P32Task1" "ABC" "A" "Three" 0
"1008" "P32Task1" "ABC" "B" "Three" 0
"1009" "P32Task1" "CBA" "B" "Three" 0
"1010" "P32Task1" "CBA" "C" "Three" 0
"1011" "P32Task1" "FLAT" "A" "Three" 0
"1012" "P32Task1" "FLAT" "B" "Three" 0
"1013" "P32Task1" "FLAT" "C" "Three" 0
"1014" "P33Task1" "ABC" "A" "Four-Five" 0
"1015" "P33Task1" "ABC" "B" "Four-Five" 0
"1016" "P33Task1" "CBA" "B" "Four-Five" 0
"1017" "P33Task1" "CBA" "C" "Four-Five" 0
"1018" "P33Task1" "FLAT" "A" "Four-Five" 0
"1019" "P33Task1" "FLAT" "B" "Four-Five" 0
"1020" "P33Task1" "FLAT" "C" "Four-Five" 0
"1021" "P34Task2" "ABC" "A" "Three" 0
"1022" "P34Task2" "ABC" "B" "Three" 0.25
"1023" "P34Task2" "CBA" "B" "Three" 0.333333333333333
"1024" "P34Task2" "CBA" "C" "Three" 0.5
"1025" "P34Task2" "FLAT" "A" "Three" 0
"1026" "P34Task2" "FLAT" "B" "Three" 0
"1027" "P34Task2" "FLAT" "C" "Three" 0.333333333333333
