"Participant" "Bias" "Named" "AGEYEAR" "DiscardTrial"
"1028" "P35Task2" "ABC" "A" "Three" 0
"1029" "P35Task2" "ABC" "B" "Three" 0
"1030" "P35Task2" "CBA" "B" "Three" 0
"1031" "P35Task2" "CBA" "C" "Three" 0
"1032" "P35Task2" "FLAT" "A" "Three" 0
"1033" "P35Task2" "FLAT" "B" "Three" 0
"1034" "P35Task2" "FLAT" "C" "Three" 0
"1035" "P36Task2" "ABC" "A" "Four-Five" 0
"1036" "P36Task2" "ABC" "B" "Four-Five" 0
"1037" "P36Task2" "CBA" "B" "Four-Five" 0
"1038" "P36Task2" "CBA" "C" "Four-Five" 0
"1039" "P36Task2" "FLAT" "A" "Four-Five" 0
"1040" "P36Task2" "FLAT" "B" "Four-Five" 0
"1041" "P36Task2" "FLAT" "C" "Four-Five" 0
"1042" "P37Task1" "ABC" "A" "Three" 0
"1043" "P37Task1" "ABC" "B" "Three" 0
"1044" "P37Task1" "CBA" "B" "Three" 0.25
"1045" "P37Task1" "CBA" "C" "Three" 0
"1046" "P37Task1" "FLAT" "A" "Three" 0
"1047" "P37Task1" "FLAT" "B" "Three" 0
"1048" "P37Task1" "FLAT" "C" "Three" 0
"1049" "P38Task1" "ABC" "A" "Four-Five" 0
"1050" "P38Task1" "ABC" "B" "Four-Five" 0.166666666666667
"1051" "P38Task1" "CBA" "B" "Four-Five" 0
"1052" "P38Task1" "CBA" "C" "Four-Five" 0
"1053" "P38Task1" "FLAT" "A" "Four-Five" 0
"1054" "P38Task1" "FLAT" "B" "Four-Five" 0
"1055" "P38Task1" "FLAT" "C" "Four-Five" 0.5
"1056" "P39Task1" "ABC" "A" "Four-Five" 0
"1057" "P39Task1" "ABC" "B" "Four-Five" 0
"1058" "P39Task1" "CBA" "B" "Four-Five" 0.25
"1059" "P39Task1" "CBA" "C" "Four-Five" 0
"1060" "P39Task1" "FLAT" "A" "Four-Five" 0.333333333333333
"1061" "P39Task1" "FLAT" "B" "Four-Five" 0
"1062" "P39Task1" "FLAT" "C" "Four-Five" 0
"1063" "P400Task1" "ABC" "A" "Four-Five" 0
"1064" "P400Task1" "ABC" "B" "Four-Five" 0
"1065" "P400Task1" "CBA" "B" "Four-Five" 0
"1066" "P400Task1" "CBA" "C" "Four-Five" 0
"1067" "P400Task1" "FLAT" "A" "Four-Five" 0
"1068" "P400Task1" "FLAT" "B" "Four-Five" 0
"1069" "P400Task1" "FLAT" "C" "Four-Five" 0
"1070" "P401Task1" "ABC" "A" "Four-Five" 0
"1071" "P401Task1" "ABC" "B" "Four-Five" 0
"1072" "P401Task1" "CBA" "B" "Four-Five" 0
"1073" "P401Task1" "CBA" "C" "Four-Five" 0
"1074" "P401Task1" "FLAT" "A" "Four-Five" 0
"1075" "P401Task1" "FLAT" "B" "Four-Five" 0
"1076" "P401Task1" "FLAT" "C" "Four-Five" 0
"1077" "P402Task1" "ABC" "A" "Four-Five" 0
"1078" "P402Task1" "ABC" "B" "Four-Five" 0
"1079" "P402Task1" "CBA" "B" "Four-Five" 0
"1080" "P402Task1" "CBA" "C" "Four-Five" 0
"1081" "P402Task1" "FLAT" "A" "Four-Five" 0
"1082" "P402Task1" "FLAT" "B" "Four-Five" 0
"1083" "P402Task1" "FLAT" "C" "Four-Five" 0
"1084" "P403Task2" "ABC" "A" "Four-Five" 0
"1085" "P403Task2" "ABC" "B" "Four-Five" 0
"1086" "P403Task2" "CBA" "B" "Four-Five" 0
"1087" "P403Task2" "CBA" "C" "Four-Five" 0
"1088" "P403Task2" "FLAT" "A" "Four-Five" 0
"1089" "P403Task2" "FLAT" "B" "Four-Five" 0.2
"1090" "P403Task2" "FLAT" "C" "Four-Five" 0
"1091" "P404Task2" "ABC" "A" "Four-Five" 0
"1092" "P404Task2" "ABC" "B" "Four-Five" 0
"1093" "P404Task2" "CBA" "B" "Four-Five" 0
"1094" "P404Task2" "CBA" "C" "Four-Five" 0
"1095" "P404Task2" "FLAT" "A" "Four-Five" 0
"1096" "P404Task2" "FLAT" "B" "Four-Five" 0
"1097" "P404Task2" "FLAT" "C" "Four-Five" 0
"1098" "P405Task2" "ABC" "A" "Four-Five" 0
"1099" "P405Task2" "ABC" "B" "Four-Five" 0
"1100" "P405Task2" "CBA" "B" "Four-Five" 0
"1101" "P405Task2" "CBA" "C" "Four-Five" 0
"1102" "P405Task2" "FLAT" "A" "Four-Five" 0
"1103" "P405Task2" "FLAT" "B" "Four-Five" 0
"1104" "P405Task2" "FLAT" "C" "Four-Five" 0.333333333333333
"1105" "P40Task2" "ABC" "A" "Four-Five" 0
"1106" "P40Task2" "ABC" "B" "Four-Five" 0.25
"1107" "P40Task2" "CBA" "B" "Four-Five" 0
"1108" "P40Task2" "CBA" "C" "Four-Five" 0
"1109" "P40Task2" "FLAT" "A" "Four-Five" 0
"1110" "P40Task2" "FLAT" "B" "Four-Five" 0
"1111" "P40Task2" "FLAT" "C" "Four-Five" 0
"1112" "P41Task2" "ABC" "A" "Three" 0
"1113" "P41Task2" "ABC" "B" "Three" 0.25
"1114" "P41Task2" "CBA" "B" "Three" 0
"1115" "P41Task2" "CBA" "C" "Three" 0
"1116" "P41Task2" "FLAT" "B" "Three" 0
"1117" "P41Task2" "FLAT" "C" "Three" 0
"1118" "P42Task2" "ABC" "A" "Four-Five" 0.333333333333333
"1119" "P42Task2" "ABC" "B" "Four-Five" 0
"1120" "P42Task2" "CBA" "B" "Four-Five" 0
"1121" "P42Task2" "CBA" "C" "Four-Five" 0.25
"1122" "P42Task2" "FLAT" "A" "Four-Five" 0
"1123" "P42Task2" "FLAT" "B" "Four-Five" 0
"1124" "P42Task2" "FLAT" "C" "Four-Five" 0.5
"1125" "P43Task1" "ABC" "A" "Four-Five" 0
"1126" "P43Task1" "ABC" "B" "Four-Five" 0
"1127" "P43Task1" "CBA" "B" "Four-Five" 0
"1128" "P43Task1" "CBA" "C" "Four-Five" 0
"1129" "P43Task1" "FLAT" "A" "Four-Five" 0
"1130" "P43Task1" "FLAT" "B" "Four-Five" 0
"1131" "P43Task1" "FLAT" "C" "Four-Five" 0
"1132" "P44Task1" "ABC" "A" "Four-Five" 0
"1133" "P44Task1" "ABC" "B" "Four-Five" 0
"1134" "P44Task1" "CBA" "B" "Four-Five" 0
"1135" "P44Task1" "CBA" "C" "Four-Five" 0
"1136" "P44Task1" "FLAT" "A" "Four-Five" 0
"1137" "P44Task1" "FLAT" "B" "Four-Five" 0
"1138" "P44Task1" "FLAT" "C" "Four-Five" 0
"1139" "P45Task1" "ABC" "A" "Four-Five" 0
"1140" "P45Task1" "ABC" "B" "Four-Five" 0
"1141" "P45Task1" "CBA" "B" "Four-Five" 0
"1142" "P45Task1" "CBA" "C" "Four-Five" 0
"1143" "P45Task1" "FLAT" "A" "Four-Five" 0
"1144" "P45Task1" "FLAT" "B" "Four-Five" 0
"1145" "P45Task1" "FLAT" "C" "Four-Five" 0
"1146" "P46Task2" "ABC" "A" "Four-Five" 0
"1147" "P46Task2" "ABC" "B" "Four-Five" 0
"1148" "P46Task2" "CBA" "B" "Four-Five" 0
"1149" "P46Task2" "CBA" "C" "Four-Five" 0
"1150" "P46Task2" "FLAT" "A" "Four-Five" 0.5
"1151" "P46Task2" "FLAT" "B" "Four-Five" 0
"1152" "P46Task2" "FLAT" "C" "Four-Five" 0
"1153" "P47Task2" "ABC" "A" "Four-Five" 0
"1154" "P47Task2" "ABC" "B" "Four-Five" 0
"1155" "P47Task2" "CBA" "B" "Four-Five" 0
"1156" "P47Task2" "CBA" "C" "Four-Five" 0
"1157" "P47Task2" "FLAT" "A" "Four-Five" 0.5
"1158" "P47Task2" "FLAT" "B" "Four-Five" 0
"1159" "P47Task2" "FLAT" "C" "Four-Five" 0
"1160" "P48Task2" "ABC" "A" "Two" 0
"1161" "P48Task2" "ABC" "B" "Two" 0
"1162" "P48Task2" "CBA" "B" "Two" 0.2
"1163" "P48Task2" "CBA" "C" "Two" 0
"1164" "P48Task2" "FLAT" "A" "Two" 0
"1165" "P48Task2" "FLAT" "B" "Two" 0
"1166" "P48Task2" "FLAT" "C" "Two" 0.333333333333333
"1167" "P49Task1" "ABC" "A" "Four-Five" 0
"1168" "P49Task1" "ABC" "B" "Four-Five" 0
"1169" "P49Task1" "CBA" "B" "Four-Five" 0
"1170" "P49Task1" "CBA" "C" "Four-Five" 0.166666666666667
"1171" "P49Task1" "FLAT" "A" "Four-Five" 0
"1172" "P49Task1" "FLAT" "B" "Four-Five" 0
"1173" "P49Task1" "FLAT" "C" "Four-Five" 0
"1174" "P50Task1" "ABC" "A" "Three" 0
"1175" "P50Task1" "ABC" "B" "Three" 0
"1176" "P50Task1" "CBA" "B" "Three" 0
"1177" "P50Task1" "CBA" "C" "Three" 0
"1178" "P50Task1" "FLAT" "A" "Three" 0
"1179" "P50Task1" "FLAT" "B" "Three" 0
"1180" "P50Task1" "FLAT" "C" "Three" 0
"1181" "P51Task1" "ABC" "A" "Four-Five" 0
"1182" "P51Task1" "ABC" "B" "Four-Five" 0
"1183" "P51Task1" "CBA" "B" "Four-Five" 0
"1184" "P51Task1" "CBA" "C" "Four-Five" 0
"1185" "P51Task1" "FLAT" "A" "Four-Five" 0
"1186" "P51Task1" "FLAT" "B" "Four-Five" 0
"1187" "P51Task1" "FLAT" "C" "Four-Five" 0
"1188" "P52Task2" "ABC" "A" "Three" 0
"1189" "P52Task2" "ABC" "B" "Three" 0
"1190" "P52Task2" "CBA" "B" "Three" 0
"1191" "P52Task2" "CBA" "C" "Three" 0
"1192" "P52Task2" "FLAT" "A" "Three" 0
"1193" "P52Task2" "FLAT" "B" "Three" 0
"1194" "P52Task2" "FLAT" "C" "Three" 0.333333333333333
"1195" "P53Task2" "ABC" "A" "Three" 0.166666666666667
"1196" "P53Task2" "ABC" "B" "Three" 0.5
"1197" "P53Task2" "CBA" "B" "Three" 0
"1198" "P53Task2" "CBA" "C" "Three" 0
"1199" "P53Task2" "FLAT" "A" "Three" 0
"1200" "P53Task2" "FLAT" "B" "Three" 0.2
"1201" "P53Task2" "FLAT" "C" "Three" 0
"1202" "P54Task2" "ABC" "A" "Three" 0
"1203" "P54Task2" "ABC" "B" "Three" 0
"1204" "P54Task2" "CBA" "B" "Three" 0
"1205" "P54Task2" "CBA" "C" "Three" 0
"1206" "P54Task2" "FLAT" "A" "Three" 0
"1207" "P54Task2" "FLAT" "B" "Three" 0
"1208" "P54Task2" "FLAT" "C" "Three" 0
"1209" "P55Task1" "ABC" "A" "Four-Five" 0
"1210" "P55Task1" "ABC" "B" "Four-Five" 0.166666666666667
"1211" "P55Task1" "CBA" "B" "Four-Five" 0
"1212" "P55Task1" "CBA" "C" "Four-Five" 0
"1213" "P55Task1" "FLAT" "A" "Four-Five" 0
"1214" "P55Task1" "FLAT" "B" "Four-Five" 0
"1215" "P55Task1" "FLAT" "C" "Four-Five" 0
"1216" "P56Task1" "ABC" "A" "Three" 0
"1217" "P56Task1" "ABC" "B" "Three" 0
"1218" "P56Task1" "CBA" "B" "Three" 0
"1219" "P56Task1" "CBA" "C" "Three" 0
"1220" "P56Task1" "FLAT" "A" "Three" 0
"1221" "P56Task1" "FLAT" "B" "Three" 0
"1222" "P56Task1" "FLAT" "C" "Three" 0
"1223" "P57Task1" "ABC" "A" "Three" 0
"1224" "P57Task1" "ABC" "B" "Three" 0.166666666666667
"1225" "P57Task1" "CBA" "B" "Three" 0
"1226" "P57Task1" "CBA" "C" "Three" 0
"1227" "P57Task1" "FLAT" "A" "Three" 0
"1228" "P57Task1" "FLAT" "B" "Three" 0
"1229" "P57Task1" "FLAT" "C" "Three" 0
"1230" "P58Task2" "ABC" "A" "Three" 0
"1231" "P58Task2" "ABC" "B" "Three" 0
"1232" "P58Task2" "CBA" "B" "Three" 0
"1233" "P58Task2" "CBA" "C" "Three" 0
"1234" "P58Task2" "FLAT" "A" "Three" 0
"1235" "P58Task2" "FLAT" "B" "Three" 0
"1236" "P58Task2" "FLAT" "C" "Three" 0
"1237" "P59Task2" "ABC" "A" "Three" 0
"1238" "P59Task2" "ABC" "B" "Three" 0
"1239" "P59Task2" "CBA" "B" "Three" 0
"1240" "P59Task2" "CBA" "C" "Three" 0
"1241" "P59Task2" "FLAT" "A" "Three" 0
"1242" "P59Task2" "FLAT" "B" "Three" 0
"1243" "P59Task2" "FLAT" "C" "Three" 0
"1244" "P61Task1bis" "ABC" "A" "Four-Five" 0
"1245" "P61Task1bis" "ABC" "B" "Four-Five" 0
"1246" "P61Task1bis" "CBA" "B" "Four-Five" 0
"1247" "P61Task1bis" "CBA" "C" "Four-Five" 0
"1248" "P61Task1bis" "FLAT" "A" "Four-Five" 0
"1249" "P61Task1bis" "FLAT" "B" "Four-Five" 0
"1250" "P61Task1bis" "FLAT" "C" "Four-Five" 0
"1251" "P62Task1" "ABC" "A" "Three" 0.25
"1252" "P62Task1" "ABC" "B" "Three" 0
"1253" "P62Task1" "CBA" "B" "Three" 0
"1254" "P62Task1" "CBA" "C" "Three" 0
"1255" "P62Task1" "FLAT" "A" "Three" 0
"1256" "P62Task1" "FLAT" "B" "Three" 0
"1257" "P62Task1" "FLAT" "C" "Three" 0
"1258" "P64Task2" "ABC" "A" "Two" 0
"1259" "P64Task2" "ABC" "B" "Two" 0.25
"1260" "P64Task2" "CBA" "B" "Two" 0
"1261" "P64Task2" "CBA" "C" "Two" 0.25
"1262" "P64Task2" "FLAT" "A" "Two" 0
"1263" "P64Task2" "FLAT" "B" "Two" 0
"1264" "P64Task2" "FLAT" "C" "Two" 0.333333333333333
"1265" "P65Task2" "ABC" "A" "Two" 0
"1266" "P65Task2" "ABC" "B" "Two" 0.333333333333333
"1267" "P65Task2" "CBA" "B" "Two" 0.666666666666667
"1268" "P65Task2" "CBA" "C" "Two" 0
"1269" "P65Task2" "FLAT" "A" "Two" 0
"1270" "P65Task2" "FLAT" "B" "Two" 0
"1271" "P65Task2" "FLAT" "C" "Two" 0
"1272" "P66Task2" "ABC" "A" "Two" 0.25
"1273" "P66Task2" "ABC" "B" "Two" 0
"1274" "P66Task2" "CBA" "B" "Two" 0
"1275" "P66Task2" "CBA" "C" "Two" 0
"1276" "P66Task2" "FLAT" "A" "Two" 0
"1277" "P66Task2" "FLAT" "B" "Two" 0.4
"1278" "P66Task2" "FLAT" "C" "Two" 0
"1279" "P67Task1" "ABC" "A" "Four-Five" 0
"1280" "P67Task1" "ABC" "B" "Four-Five" 0
"1281" "P67Task1" "CBA" "B" "Four-Five" 0
"1282" "P67Task1" "CBA" "C" "Four-Five" 0.25
"1283" "P67Task1" "FLAT" "A" "Four-Five" 0
"1284" "P67Task1" "FLAT" "B" "Four-Five" 0
"1285" "P67Task1" "FLAT" "C" "Four-Five" 0.5
"1286" "P68Task1" "ABC" "A" "Four-Five" 0.25
"1287" "P68Task1" "ABC" "B" "Four-Five" 0
"1288" "P68Task1" "CBA" "B" "Four-Five" 0
"1289" "P68Task1" "CBA" "C" "Four-Five" 0
"1290" "P68Task1" "FLAT" "A" "Four-Five" 0
"1291" "P68Task1" "FLAT" "B" "Four-Five" 0
"1292" "P68Task1" "FLAT" "C" "Four-Five" 0
"1293" "P69Task1" "ABC" "A" "Two" 0.25
"1294" "P69Task1" "ABC" "B" "Two" 0.166666666666667
"1295" "P69Task1" "CBA" "B" "Two" 0
"1296" "P69Task1" "CBA" "C" "Two" 0
"1297" "P69Task1" "FLAT" "A" "Two" 0
"1298" "P69Task1" "FLAT" "B" "Two" 0
"1299" "P69Task1" "FLAT" "C" "Two" 0.5
"1300" "P70Task2" "ABC" "A" "Three" 0.2
"1301" "P70Task2" "ABC" "B" "Three" 0.25
"1302" "P70Task2" "CBA" "B" "Three" 0.2
"1303" "P70Task2" "CBA" "C" "Three" 0
"1304" "P70Task2" "FLAT" "A" "Three" 0
"1305" "P70Task2" "FLAT" "B" "Three" 0
"1306" "P70Task2" "FLAT" "C" "Three" 0
"1307" "P71Task2" "ABC" "A" "Three" 0
"1308" "P71Task2" "ABC" "B" "Three" 0
"1309" "P71Task2" "CBA" "B" "Three" 0
"1310" "P71Task2" "CBA" "C" "Three" 0
"1311" "P71Task2" "FLAT" "A" "Three" 0
"1312" "P71Task2" "FLAT" "B" "Three" 0
"1313" "P71Task2" "FLAT" "C" "Three" 0
"1314" "P72Task2" "ABC" "A" "Three" 0
"1315" "P72Task2" "ABC" "B" "Three" 0
"1316" "P72Task2" "CBA" "B" "Three" 0
"1317" "P72Task2" "CBA" "C" "Three" 0
"1318" "P72Task2" "FLAT" "A" "Three" 0
"1319" "P72Task2" "FLAT" "B" "Three" 0
"1320" "P72Task2" "FLAT" "C" "Three" 0
"1321" "P73Task1" "ABC" "A" "Four-Five" 0
"1322" "P73Task1" "ABC" "B" "Four-Five" 0
"1323" "P73Task1" "CBA" "B" "Four-Five" 0
"1324" "P73Task1" "CBA" "C" "Four-Five" 0.166666666666667
"1325" "P73Task1" "FLAT" "A" "Four-Five" 0
"1326" "P73Task1" "FLAT" "B" "Four-Five" 0
"1327" "P73Task1" "FLAT" "C" "Four-Five" 0
"1328" "P74Task1" "ABC" "A" "Four-Five" 0.25
"1329" "P74Task1" "ABC" "B" "Four-Five" 0
"1330" "P74Task1" "CBA" "B" "Four-Five" 0
"1331" "P74Task1" "CBA" "C" "Four-Five" 0
"1332" "P74Task1" "FLAT" "A" "Four-Five" 0
"1333" "P74Task1" "FLAT" "B" "Four-Five" 0
"1334" "P74Task1" "FLAT" "C" "Four-Five" 0
"1335" "P75Task1" "ABC" "A" "Two" 0.333333333333333
"1336" "P75Task1" "ABC" "B" "Two" 0
"1337" "P75Task1" "CBA" "B" "Two" 0.666666666666667
"1338" "P75Task1" "CBA" "C" "Two" 0.4
"1339" "P75Task1" "FLAT" "A" "Two" 0.333333333333333
"1340" "P75Task1" "FLAT" "B" "Two" 0.5
"1341" "P75Task1" "FLAT" "C" "Two" 0
"1342" "P76Task2" "ABC" "A" "Three" 0
"1343" "P76Task2" "ABC" "B" "Three" 0
"1344" "P76Task2" "CBA" "B" "Three" 0
"1345" "P76Task2" "CBA" "C" "Three" 0
"1346" "P76Task2" "FLAT" "A" "Three" 0
"1347" "P76Task2" "FLAT" "B" "Three" 0
"1348" "P76Task2" "FLAT" "C" "Three" 0
"1349" "P77Task2" "ABC" "A" "Three" 0.2
"1350" "P77Task2" "ABC" "B" "Three" 0.5
"1351" "P77Task2" "CBA" "B" "Three" 0
"1352" "P77Task2" "CBA" "C" "Three" 0
"1353" "P77Task2" "FLAT" "A" "Three" 0
"1354" "P77Task2" "FLAT" "B" "Three" 0.333333333333333
"1355" "P77Task2" "FLAT" "C" "Three" 0
"1356" "P78Task2" "ABC" "A" "Four-Five" 0
"1357" "P78Task2" "ABC" "B" "Four-Five" 0
"1358" "P78Task2" "CBA" "B" "Four-Five" 0
"1359" "P78Task2" "CBA" "C" "Four-Five" 0
"1360" "P78Task2" "FLAT" "A" "Four-Five" 0
"1361" "P78Task2" "FLAT" "B" "Four-Five" 0.2
"1362" "P78Task2" "FLAT" "C" "Four-Five" 0
"1363" "P79Task1" "ABC" "A" "Four-Five" 0
"1364" "P79Task1" "ABC" "B" "Four-Five" 0
"1365" "P79Task1" "CBA" "B" "Four-Five" 0
"1366" "P79Task1" "CBA" "C" "Four-Five" 0
"1367" "P79Task1" "FLAT" "A" "Four-Five" 0
"1368" "P79Task1" "FLAT" "B" "Four-Five" 0
"1369" "P79Task1" "FLAT" "C" "Four-Five" 0
"1370" "P80Task1" "ABC" "A" "Three" 0
"1371" "P80Task1" "ABC" "B" "Three" 0
"1372" "P80Task1" "CBA" "B" "Three" 0
"1373" "P80Task1" "CBA" "C" "Three" 0.166666666666667
"1374" "P80Task1" "FLAT" "A" "Three" 0
"1375" "P80Task1" "FLAT" "B" "Three" 0
"1376" "P80Task1" "FLAT" "C" "Three" 0
"1377" "P81Task1" "ABC" "A" "Three" 0
"1378" "P81Task1" "ABC" "B" "Three" 0
"1379" "P81Task1" "CBA" "B" "Three" 0
"1380" "P81Task1" "CBA" "C" "Three" 0
"1381" "P81Task1" "FLAT" "A" "Three" 0
"1382" "P81Task1" "FLAT" "B" "Three" 0
"1383" "P81Task1" "FLAT" "C" "Three" 0
"1384" "P82" "ABC" "A" "Three" 0
"1385" "P82" "ABC" "B" "Three" 0
"1386" "P82" "CBA" "B" "Three" 0
"1387" "P82" "CBA" "C" "Three" 0.25
"1388" "P82" "FLAT" "A" "Three" 0
"1389" "P82" "FLAT" "B" "Three" 0
"1390" "P82" "FLAT" "C" "Three" 0
"1391" "P83" "ABC" "A" "Three" 0
"1392" "P83" "ABC" "B" "Three" 0
"1393" "P83" "CBA" "B" "Three" 0.166666666666667
"1394" "P83" "CBA" "C" "Three" 0.5
"1395" "P83" "FLAT" "A" "Three" 0
"1396" "P83" "FLAT" "B" "Three" 0
"1397" "P83" "FLAT" "C" "Three" 0
"1398" "P84" "ABC" "A" "Three" 0
"1399" "P84" "ABC" "B" "Three" 0.25
"1400" "P84" "CBA" "B" "Three" 0
"1401" "P84" "CBA" "C" "Three" 0
"1402" "P84" "FLAT" "A" "Three" 0.5
"1403" "P84" "FLAT" "B" "Three" 0.2
"1404" "P86Task1" "ABC" "A" "Three" 0
"1405" "P86Task1" "ABC" "B" "Three" 0
"1406" "P86Task1" "CBA" "B" "Three" 0
"1407" "P86Task1" "CBA" "C" "Three" 0
"1408" "P86Task1" "FLAT" "A" "Three" 0
"1409" "P86Task1" "FLAT" "B" "Three" 0
"1410" "P86Task1" "FLAT" "C" "Three" 0
"1411" "P87Task1" "ABC" "A" "Three" 0
"1412" "P87Task1" "ABC" "B" "Three" 0
"1413" "P87Task1" "CBA" "B" "Three" 0
"1414" "P87Task1" "CBA" "C" "Three" 0
"1415" "P87Task1" "FLAT" "A" "Three" 0
"1416" "P87Task1" "FLAT" "B" "Three" 0
"1417" "P87Task1" "FLAT" "C" "Three" 0
"1418" "P88Task2" "ABC" "A" "Three" 0
"1419" "P88Task2" "ABC" "B" "Three" 0.25
"1420" "P88Task2" "CBA" "B" "Three" 0
"1421" "P88Task2" "CBA" "C" "Three" 0.25
"1422" "P88Task2" "FLAT" "A" "Three" 0
"1423" "P88Task2" "FLAT" "B" "Three" 0
"1424" "P88Task2" "FLAT" "C" "Three" 0.333333333333333
"1425" "P89Task2" "ABC" "A" "Four-Five" 0
"1426" "P89Task2" "ABC" "B" "Four-Five" 0
"1427" "P89Task2" "CBA" "B" "Four-Five" 0
"1428" "P89Task2" "CBA" "C" "Four-Five" 0
"1429" "P89Task2" "FLAT" "A" "Four-Five" 0
"1430" "P89Task2" "FLAT" "B" "Four-Five" 0
"1431" "P89Task2" "FLAT" "C" "Four-Five" 0
"1432" "P90Task2" "ABC" "A" "Three" 0
"1433" "P90Task2" "ABC" "B" "Three" 0
"1434" "P90Task2" "CBA" "B" "Three" 0
"1435" "P90Task2" "CBA" "C" "Three" 0
"1436" "P90Task2" "FLAT" "A" "Three" 0
"1437" "P90Task2" "FLAT" "B" "Three" 0
"1438" "P90Task2" "FLAT" "C" "Three" 0
"1439" "P91Task1" "ABC" "A" "Four-Five" 0
"1440" "P91Task1" "ABC" "B" "Four-Five" 0
"1441" "P91Task1" "CBA" "B" "Four-Five" 0
"1442" "P91Task1" "CBA" "C" "Four-Five" 0
"1443" "P91Task1" "FLAT" "A" "Four-Five" 0
"1444" "P91Task1" "FLAT" "B" "Four-Five" 0
"1445" "P91Task1" "FLAT" "C" "Four-Five" 0
"1446" "P92Task1" "ABC" "A" "Three" 0
"1447" "P92Task1" "ABC" "B" "Three" 0
"1448" "P92Task1" "CBA" "B" "Three" 0
"1449" "P92Task1" "CBA" "C" "Three" 0
"1450" "P92Task1" "FLAT" "A" "Three" 0
"1451" "P92Task1" "FLAT" "B" "Three" 0
"1452" "P92Task1" "FLAT" "C" "Three" 0
"1453" "P93Task1" "ABC" "A" "Four-Five" 0.25
"1454" "P93Task1" "ABC" "B" "Four-Five" 0.2
"1455" "P93Task1" "CBA" "B" "Four-Five" 0
"1456" "P93Task1" "CBA" "C" "Four-Five" 0
"1457" "P93Task1" "FLAT" "A" "Four-Five" 0
"1458" "P93Task1" "FLAT" "B" "Four-Five" 0.2
"1459" "P93Task1" "FLAT" "C" "Four-Five" 0.5
"1460" "P94Task2" "ABC" "A" "Four-Five" 0
"1461" "P94Task2" "ABC" "B" "Four-Five" 0
"1462" "P94Task2" "CBA" "B" "Four-Five" 0
"1463" "P94Task2" "CBA" "C" "Four-Five" 0
"1464" "P94Task2" "FLAT" "A" "Four-Five" 0
"1465" "P94Task2" "FLAT" "B" "Four-Five" 0
"1466" "P94Task2" "FLAT" "C" "Four-Five" 0
"1467" "P95Task2" "ABC" "A" "Three" 0.166666666666667
"1468" "P95Task2" "ABC" "B" "Three" 0
"1469" "P95Task2" "CBA" "B" "Three" 0
"1470" "P95Task2" "CBA" "C" "Three" 0
"1471" "P95Task2" "FLAT" "A" "Three" 0
"1472" "P95Task2" "FLAT" "B" "Three" 0
"1473" "P95Task2" "FLAT" "C" "Three" 0
"1474" "P96Task2" "ABC" "A" "Three" 0
"1475" "P96Task2" "ABC" "B" "Three" 0
"1476" "P96Task2" "CBA" "B" "Three" 0
"1477" "P96Task2" "CBA" "C" "Three" 0
"1478" "P96Task2" "FLAT" "A" "Three" 0
"1479" "P96Task2" "FLAT" "B" "Three" 0
"1480" "P96Task2" "FLAT" "C" "Three" 0
"1481" "P97Task1" "ABC" "A" "Three" 0
"1482" "P97Task1" "ABC" "B" "Three" 0
"1483" "P97Task1" "CBA" "B" "Three" 0
"1484" "P97Task1" "CBA" "C" "Three" 0
"1485" "P97Task1" "FLAT" "A" "Three" 0
"1486" "P97Task1" "FLAT" "B" "Three" 0
"1487" "P97Task1" "FLAT" "C" "Three" 0
"1488" "P98Task1" "ABC" "A" "Four-Five" 0
"1489" "P98Task1" "ABC" "B" "Four-Five" 0
"1490" "P98Task1" "CBA" "B" "Four-Five" 0
"1491" "P98Task1" "CBA" "C" "Four-Five" 0
"1492" "P98Task1" "FLAT" "A" "Four-Five" 0
"1493" "P98Task1" "FLAT" "B" "Four-Five" 0
"1494" "P98Task1" "FLAT" "C" "Four-Five" 0
"1495" "P99Task1" "ABC" "A" "Three" 0
"1496" "P99Task1" "ABC" "B" "Three" 0
"1497" "P99Task1" "CBA" "B" "Three" 0
"1498" "P99Task1" "CBA" "C" "Three" 0
"1499" "P99Task1" "FLAT" "A" "Three" 0
"1500" "P99Task1" "FLAT" "B" "Three" 0
"1501" "P99Task1" "FLAT" "C" "Three" 0
